video_id,labels
UTUBAZJZ,"52,102,2,69,68,13"
WNPKCLHH,68
FWLZQAHW,"52,69"
CRFQFRLL,78
DLTMKBQT,67
FIKXTVMW,68
KOLDVRAC,"40,78,100"
EZRWNVEI,102
VYKOZVKA,133
UFUPMDMX,"102,15"
ICJGTXDO,"2,40,1"
GZOHHWUH,"40,102"
NKSBVUXR,"47,40,102,67"
YCBKHUPH,"52,15"
OWPLRYES,78
YPCVJPTK,"2,15"
TDEEKVTI,"2,48,32"
IUOHTKGZ,123
KYCBPUJL,28
HLBNVVKA,"102,15"
CWUAFVKA,"102,2,128,133,100"
HUWHAKDQ,"133,8"
XTCCQKBT,"68,52,69,102"
PJYXZQCJ,"107,97"
MAXMPQTX,135
JPEFNPJK,123
ZATPCJVY,"40,69"
MHYLVLHH,68
GETNDDHC,40
KPTBYKEW,"46,102,88"
AMAVQPLS,"40,133"
CWRVFPIF,121
IFRGVFNJ,100
SSTGHNQN,"102,15"
JGNBLLDC,45
EFOAYAMC,"133,100"
CVNPJVRM,"2,78"
CGNXGYES,78
IRRLDKDQ,"8,102"
KUKLCKRV,49
UFGLRFFP,40
OXYCUUDX,38
TMTDNVTI,"2,48"
TTOEWXGD,133
OYYPDBGU,40
NHRSVCEI,40
XPRQLVEI,"104,49,90,2,103,40,133"
ZDRENPKK,38
ZUCCJHCU,102
SZNLXNPL,"52,64,15"
ICMYHFFP,"68,78"
WEBGAANS,"66,78"
SVYFVDMX,"102,15"
RADCUZYO,68
GBYEHCIW,2
FOSBENPL,"106,73,102"
GNCJRNQN,15
NRYIZNQN,"2,102,15"
JYUFFPAF,"102,15"
WNKOEMHZ,78
IXNTKMZL,48
TQYJRRAC,"104,133,102"
KJBDWBGU,"40,69,52"
ZQJCDKTH,"49,102"
QJICEIJJ,"7,8"
DVJPGVMW,78
JDKQAKRV,49
CTHFHVKA,"40,103,78,80"
NSGJOPDU,40
BOXVUXGD,61
DPQINVEI,"2,133,90"
BOFXPPTK,"102,15"
FPWUTNQN,"68,15"
PNDHKPKK,"38,104,90,67,68,133"
VIYOFPZC,58
FNTFALHH,"68,92"
ZYZKVJBD,"102,67"
XCQZMGQD,68
IQIXNWUH,69
JJJEEADX,"52,69"
CESLBXTD,58
KRLCREOD,"133,102,15"
CBPNVFGA,133
KHGINPKK,"108,102,69,68,133"
PHSXKEUV,68
KYHJWGHA,"2,15"
GAKPLNQN,15
SIRNFDAL,"68,5,13"
YHGSZHGA,"133,102,78"
IJMXIBQT,102
MONLFRAC,"133,67"
PCCRQVEI,45
EBJGZPLS,"104,68"
AVOPYQFB,16
HMEEOLSQ,"48,102,2,68,40"
FAEFFLHH,68
OBIKEWUH,102
CSJUIBQT,"68,67"
KLKRPHGA,"2,68,133"
IPBZKPLS,"68,133,102"
JKTSNPKK,"52,102,69,68,133,27"
IUFOLVRU,40
BIAYUMVW,"58,104,102,2,128,10,118,68,78"
TOINDZDI,68
WZMDJUDI,15
BEUABKJZ,44
AAQPAHFB,102
DDUSAKOU,"49,102"
SMTFVBQT,"2,72"
TPAKHHVR,"58,52,2,69,68,78"
UWBXAYMI,68
JENDDFXO,"102,15"
XDALGTFT,"38,26,102,90,133,27"
ONDQTDCC,"114,102"
RTCFXXDO,3
GKNERYTZ,"104,102,90"
BIMAHPKK,"38,104,90,68,133"
UOHHLDFS,"2,68"
TGBLOYMI,"68,102"
ZAXOKFUG,"49,15"
KUHDJRAC,133
QMLGGHSA,"128,52,69,102"
XCOFUPLS,"2,68"
ANNZGGIW,"2,68,40,90"
GBBZXEUL,"102,112"
AEEFGIQR,"120,8"
TYFDWFFP,40
DFVJGUUK,67
KUPJLPKK,"69,108,133,102"
SEGKBXGD,"29,51"
LTTNPVKA,"68,102,15"
CTEAFUXR,"47,40,102,67"
LGRSCUJL,123
TYKWRGCS,"2,68,133,104"
JSEUFONO,"128,102,15"
GBOJIATH,"114,68"
PLBZFBQT,67
POWACKOU,"133,102,15"
WLYBIGHA,15
UKAKINPL,"102,45,2,76,133"
YRFMOXEC,102
SPAOZFFP,133
BLGTINQN,"2,102,15"
VNOQPDGW,"68,102"
ZVEYVVEI,"2,133"
LENOGYES,78
AFGAABGU,43
QVSWCBOE,"102,15"
PNPFTIQR,"97,133,102,39"
QBUCRZDI,133
HKQIKAMC,"3,139,133,102"
EHBWUBME,"40,133"
VXTCXRLL,"96,1"
UENNAVKA,"115,102,15"
VAWXEVKA,"80,78"
YVOMLKRV,"49,102"
JERPGFFP,123
ZFMROSVW,"68,78"
BLSKIEUL,"126,2,68"
OEOWJFXO,"68,102,15"
YFZQSUXS,"62,102"
LQYFLTFT,"38,26,102,47,27"
YREOGVRM,68
DWHPKBQT,116
PQOSAHCU,"102,15"
ZGSQSBME,133
EDOGKMME,90
PKNQWBXG,"40,69,102,15"
ULMPBEUL,78
XUSSRNCR,102
UATAXMHZ,78
MNACDKJZ,78
ACBCHFYS,25
CPOBLXGD,102
TMCEWYSZ,47
PCKCXVMP,102
MFQRTBRS,45
MTZLFFUP,102
SQPURGQD,"68,78"
KZTWJPTK,2
XJFGSKPH,"102,44"
HOGEEBQT,"68,133"
OCTIUADM,"27,78"
BNSGUMYV,"68,78"
XBJMFEUL,"68,74"
NSDWLLSK,"68,139"
IWOLJNQN,"102,15"
DVXMDNJC,"40,27"
JMGKRGIW,68
SESFYONO,102
QVJMXHGA,"102,116,2,133,118,51,68,97,78"
SSYCYRJS,78
VYPCALBD,"2,68"
BIPVIEUL,68
TXPYGXRE,133
YMZXDLHH,68
LWWUTHAQ,"68,52,102,110"
NLNMGPLS,"2,68,40,90"
SZVWSVTI,"2,48,32"
IDDXDZYO,"40,102"
CPLRRQTX,102
CTWAJIQR,"62,102,133,1,39,8,120,97"
DPHNDIYC,"133,102,67"
ZJCMLZLK,15
URROUMHZ,78
QKQTKUXR,78
SPOTKWUH,"128,69,95"
LKSSIEUL,"62,78"
WKVTVMME,69
PFFOTBQT,45
DPWQXDFS,102
GALKQLHH,"68,78"
LYZVTRLL,68
PCPQAVTI,"38,123,102,28,32"
IRSGVZGK,"9,78"
OJWOBACP,68
ABYRPKOU,"2,68,102,15"
XUYRMTHG,133
KXABYPKK,"38,104,90,68,133"
WEIBHLHH,68
EIHLFXYT,102
XPSLNHSA,"2,52,49,102"
VBDQBTHG,102
PDEGYHGA,"133,102,97,78"
HVESCPKK,68
WAKTPZON,78
HCFLYPKL,69
VTPRNXDO,"91,96,1"
MKFJYUPH,"52,49"
HFABCADX,"52,69,102"
QWJMZAMC,3
PMPDOMVW,"58,104,102,2,10,118,78"
SWVGLDAL,"68,123"
ARWTBTKX,"104,48,40,102"
NAPBDXSF,"21,48,40,67"
SNGQPUPH,123
DZEJNBQT,58
RBBDUXAG,102
YHVKQPDI,123
KJUDCVTI,"2,123,102"
YNHUOACP,"68,52,1,127"
OVYQYVKA,"102,100"
HCLZPIQR,"62,102,133,96,1,39,8,120,97"
GMJADVEI,"40,133,102"
IPLFDKDQ,68
MNBQLPKK,"38,102,90,68,133"
IURHBDQX,9
XINTSKBS,78
HYMXVEUL,68
PNURUXYT,"104,48,116,99,74"
NPTZBVMW,"68,78"
ZILULNPL,45
HJYGFCIW,"7,8"
DESWRJVY,"40,69,102"
HOFAYKEW,"38,40"
ACTUPDUC,"40,7"
KQXFQNMW,78
PBJFGTKX,"2,102,104"
IOTSVFXO,"48,102,135"
UHFFZNPL,"25,13"
HJMTTXGD,"25,40"
SVBZULSQ,"48,40,102"
NUKWVMWW,90
ARNCVXGD,84
DKBSGQJN,"40,46"
DYLFCPTK,"2,68,102,15"
ZTCTRACP,"9,78"
TFOAOCJH,"5,13,78"
XWEVERAC,"133,45"
CFNGIKDQ,"102,90"
ATMATAMC,133
KHZXDXGD,"68,78"
NDIDVXRE,"69,133,102"
CPCAFDMX,"102,15"
APRHAXMC,"68,80,102"
PTSFEKEW,"40,67"
BRABDVEI,"40,22"
GNQGYCKR,15
XHQJOUOY,28
QJGIEHVR,"98,7,8"
XKSIQSOM,52
GICKFPTK,"68,102,15"
SIWLONJC,8
KIZGQEBY,68
UGAAXDAL,"104,123,5,128,67,68,32,7,13"
NIUKZVEI,"133,102,90"
