video_id,labels
XLWSPJVY,"40,103,52,90"
OMDUYDCC,38
KXUPVDPR,"40,133"
DEXGCPTK,"68,102,15"
BBTXYLHH,"40,7"
FBTZEUHU,64
WRPDNLSQ,"48,68,15"
CENHCBBY,"52,78,47"
UKYQDXGD,29
SCAYVXGD,"2,139,133"
MLBGNKJZ,78
MGJVJLHH,"68,78,65"
UYVVQEDF,"68,78"
LWNQSFGA,69
PQYYCJKU,2
RPMXRPIF,102
SGTPMMVW,"58,104,102,2,10,118,132,68,78"
QMTHCNQN,"102,15"
AFWKZVRM,102
LQLDUSQK,68
VZXTJCDA,"2,68"
ZJAZULHH,68
XDNKEFNJ,2
WYKWLKGZ,"123,37"
KDZSMXMC,"68,52"
PMXGWGCS,"3,102,118,68,97"
DCRMOPKK,"38,104,90,68,133"
TADXJNXN,123
IDSOCVTI,"2,48"
SHAUMPTK,"2,68,102,15"
JRIEWKOU,"68,102,15"
UQVJHPHK,102
NXAQTRAC,"133,67"
JDBBBZJZ,15
NJQYFSBA,"49,40,133"
UWVQMFXO,"102,135"
ZMKWRDSN,"133,100"
NGCTRVEI,"104,40,90"
HWJPASFN,"40,7"
GEZJHMHZ,"13,5,8"
FFSLQEDF,123
UHHDHMGJ,29
TBOWLPIF,"1,123,51"
OJHFKPTK,15
RBDBUTFT,"38,27,26,47"
NGBPBHGA,"133,97,78,102"
DRVPPFFP,"68,82,102"
QQCUTPKK,"52,102,69,114,68,133,27"
OMYEJIQR,"26,102,1,51,97,100"
IKTCNBQT,67
TUVSVBQT,"49,102"
BJPEXPTK,"2,68,15"
PVYLPXMC,40
XWBGWVRM,68
RMRJAFFP,102
RFUBLHVR,"120,8"
EAUOGOIP,52
NRRENXDB,69
NTESKUIV,33
JOBCMHGA,2
QHALNHGA,"133,78,102"
XWHPZLZD,52
CYZAJVYK,78
LAHAJHGA,"45,68,117,87"
PMYGZADX,40
SVFAYVDY,15
FMYEVVMW,68
SPLTXVKA,"2,133,102"
MAZLYUDX,40
UJDYRDQX,9
PYQLBONO,"102,15"
ZGNSPUJL,107
YMCRZUPH,40
UUMRQFXO,"104,48,52,102,135"
CPCYCWBO,102
ATPKEMVW,"102,128,10,118,78"
THJWCWMK,"68,78"
ZLMNSNQN,"2,102,15"
PGTQUHSA,"2,52,15"
BETVFQJN,25
HCLFBXYT,116
XBVVILBD,"2,68"
DRFRXWBC,100
KFTVOKOU,102
SXHJHIFB,68
PAXJQXEV,"68,123"
WCXUZRLL,100
FTFPYRLL,"58,104,2,128,133,100"
IDOIKPKK,"68,102,90"
HBRVCKDQ,"52,102"
KKJYQMVW,"58,104,102,2,128,10,118,68,78"
AACJGIQR,"102,1,39,8,120,97"
SYEIDBXG,"104,32"
JQSLXMHZ,18
GXRREUIV,"48,123"
LQHZDREH,"133,102"
WOVFKWMK,68
PSEEPGQD,68
VMNCYWBO,"52,102,67,27,40,133,13"
HEJKCFNJ,16
YRMOFTFT,"38,26,102,90,47,27"
FOOCUFYY,2
DYRUFZYO,45
AQLVAFXO,"104,48,52,102,135"
VZYXKZIE,"102,15"
HLJFHHGA,"45,117,87"
CROOCDAL,"104,123,5,128,67,32,40,7,13"
JMEXCDCC,102
UVYHVFJO,"68,123"
JFSSZJBD,"128,102"
VCFOHXYT,"102,90"
BBBNLGQD,"78,67"
ZSNECFJG,40
IDXWLUUK,102
CRLMMOVD,"68,69"
ESESMPDI,"123,102"
KJYIONJC,2
UUWVQMVW,102
PMRCUXSF,"48,102"
AKFJYBGG,"103,90"
OBNSSDKB,"133,102,15"
YASVCXRE,"2,68,103"
USXCOGCS,"3,1,97,118,68,96"
GYRROKOU,102
GLATNVEI,"69,2,32,133"
PKJPIVKA,102
RXYIUVEI,"104,32,135"
DILEYFUP,112
BMRWYPAB,68
RQGFNKBS,69
DFAZZFXO,15
KXDUYGHA,68
FDVPSRAC,67
OIJQPSOM,57
JNLKNGIW,102
SIZSBLKY,"1,51"
SIQLDJYD,68
YBCBHNQN,"102,15"
RBZZJXGD,67
MKLIVFXO,"102,90,15"
DYDZGFFP,2
CPFCMNPL,"52,102,8,64,68"
AJHTPBRS,52
KDQSFPTK,"2,15"
YTPHKKOU,"102,15"
BMNOFBXG,"48,102,1,67,68,100"
YTKWZADX,"52,69,102"
IFYQEUPH,40
JEZITBQT,"58,102"
VMWZKBQT,16
ABAHPDXI,"58,76"
UUAVVVMP,"130,102"
GGTFWFUP,"102,112"
ZAOKYNQN,15
MELJBTLI,78
BGNUAIJJ,68
RHHHKLHH,68
NSCRHKOU,"102,110"
UHWGFNJC,"2,82"
BIDMDTFT,"38,47"
GPQCSIFB,"40,7"
KAVCELKY,"128,133"
KIOHTTUB,68
WEKYXHAQ,"52,110"
TJGIMPKK,"38,104,90,68,133"
KRBRWHGA,"102,116,2,133,68,97,78"
CJMACDCC,133
PSNHTKDQ,"104,40,102"
KIOCMLHH,"81,68"
XZQZKYSZ,"84,78,47"
APQKUYUQ,"78,102"
PCFJCEUL,"68,102"
SLEMVXGD,"104,102,45,68,133"
CUEFPTFT,"38,26,102,47,27"
LYFWNADX,80
WHOQSBQT,59
WJSULHGA,"102,133,118,68,97,78,117"
RHTKMYTZ,"102,90"
ABQPRVEI,"68,33"
FQROFGHA,"128,68,15"
VRTSLGEG,68
VAXRXBQT,69
SCERCACP,"68,52"
UHJQDHGA,"68,102"
DSAZSONO,"102,15"
GDIMQLWC,"68,40"
FBQOPFUP,"68,102,112"
AOBXIFGA,133
GWTVRNQN,"2,68,49"
ELAYYXGD,58
WMHJTIWV,"52,102"
UMCJBHGA,"97,118,133,78,117"
AZMDHJVR,"40,133"
AMXNIHVR,"1,123"
ZOQEMHGA,"25,40,102,116"
JBQREZQJ,"102,67"
BZTKEUPH,"68,123"
ZVWOQJBD,"52,102,67"
JKBVMUPH,102
JUWQAIVA,68
KFDRRCEI,"68,47"
IMDWIPTK,"68,102,15"
HWYAPBQT,"52,102"
PBUAEXSF,"105,69,102,15"
SUCIVTCN,"103,133"
NIKRWCND,"68,78"
FLBJUMME,"133,102"
TAMJNKOU,"102,15"
HSXGBVEI,"2,40,52,15"
JHOZZEUL,"62,68,78"
KZEURUXS,102
ABXWIZLK,90
GNMLALBD,"2,68"
LDSSBFPE,68
HQXDZFXO,"102,15"
PZCPSBGU,9
AIZUOZTV,"33,90"
YMQUNACP,"127,1"
FQVOJKWA,"2,73"
SGKBMZAA,123
TEUIENXN,102
LTGDMLKY,102
CKDLIOIM,78
KXEXIVTI,"104,48,2,68,32"
TWRMWMVW,"58,104,52,102,2,128,10,118,132,68,78"
UDTHHPTK,"2,68,104,15"
PVHCYEWB,133
GLRGYUDI,"2,68,103,15"
DMAGKEWB,"48,32,135"
WJWAZJVR,"68,90"
HTYPIUXR,40
LNKQREBY,67
RLFHDDAL,"104,123,5,40,13"
YENBKMCW,102
PGIYTTEK,40
QJMLKADX,16
AHINQUJL,123
LFQHOFXO,"48,52,102,135"
PZKOIPJK,78
FQNQTPTK,"68,102,15"
KTXXMFFP,78
RYWYCBGU,41
DBXBQKOU,"48,102,69,67,133"
UFOAEUPH,"40,123"
QDECKXDO,"97,1,100"
EGJIWPLS,"68,40,90"
HFVOAPTK,"2,68,102,15"
DLJNASDK,133
AJVINYTZ,"104,68,102,90"
SXMQTLKI,40
QVVWFJKU,52
QEPJNBQT,16
XATCISQK,"68,102"
WFSEFUBE,68
GNRDDPKK,"38,68,133,102"
IAUHOGQD,123
MXTRIFJO,"2,40"
BEXHLPTK,"104,68,102,15"
JUBEUAMC,40
NHDFMBQT,"2,68"
ZTOGKIQR,"97,1,39"
BUCBKVEI,"104,48,49,102,90,2,103,40,133"
LWBXJPIF,121
AJWCGXYT,99
OWZMFJKU,52
OJCPIHGA,"102,116,26,2,133,118,51,68,97,78"
DTKMRONO,15
QDDNLKRF,68
ZXITRKOU,"48,133,67"
CYNCXKOU,"102,15"
PQRGKDKB,2
ZDBERVYU,"2,68,133"
DGRGBHGA,"25,40,102,116"
CLFAKPKK,"38,102,90,68,133"
AEBICNPL,"76,133,102,45"
FBUWDIQR,"102,97,39,8,133"
FBWTTBBY,"14,51,47"
BRZGTXTD,2
RGTFFXEV,107
QBVGNEUL,"68,102,112"
ZLBBRDFS,102
MNKZUPIF,"68,52,102"
LSJZESEB,15
LPJGFGCS,"3,108,102,116,2,133"
JXLKCNXN,40
HATYWPKK,"133,102"
LQCFRPKK,"52,133,102"
JGZIZFKM,40
JKYOFBQT,"104,68,73,116"
RDPIIDAL,"68,40,123,102"
UPGNDRAH,"2,15"
FUBSLXGD,100
UGKGHUIV,"104,31"
SBIJFUDI,"2,68"
TWBNIIVA,78
QAYHILHH,133
DKQPEFIO,"2,15"
AEUEWLSQ,"48,40,78"
XIXAVEUL,112
KBLULIMN,102
WCKWZUXS,68
YXPDBVKA,"102,90"
JYUDJUOO,102
RTHHXZLK,40
JLLENDQX,102
RWERXADX,"80,102"
FGFAJTKX,"48,40"
HMMBYLWC,"40,102"
RIZNBLBD,"2,68"
NOQPJYTZ,68
JKJVFVKA,"102,2,128,133,100"
VIUVYFUP,"2,68,102"
ZXRSIKOU,"69,133,102,15"
TSXCZFUG,"102,15"
JBBVADAL,"104,52,123,102,2,69,67,32,68,40"
SVVCMHSA,"118,69,102,52"
YYAOKVEI,"104,102,90,2,33,68,40,100"
LOCZMWMK,68
UIXDQVKA,"40,80"
LOZCMXYT,90
FUIGMMVW,"58,104,102,10,118,78"
QLZLPVMP,40
FIHEXBQT,40
SVSZXUDI,"68,15"
CGLAUXGD,"2,40"
EYXPBBGU,"40,69,52"
QROOHXMC,"80,102,78"
YPJAJSOB,68
OILPNNQN,15
DPVIDFGA,"104,103,102"
PVZDDTEK,40
DHLCLRSU,"2,102"
AAPREPTK,"68,102,15"
VYHOWXDO,"102,100"
OAVLPPHK,40
ZMOKBFJO,2
DMYTDKOU,"133,102"
VJZIMZIE,"40,52"
ANBBNRFV,67
YRTCGSEK,38
MNDKSIFB,68
OWYHSXDO,"1,26,102"
WUUUCOTL,"114,15"
YOIMHRAH,"2,68,15"
XGCNSYMI,"52,102"
VSGNZXGD,133
EONVZNQN,15
WFGLYEUL,"68,112"
KTWCKVTI,"2,48,32"
KZSRQMRN,68
HQSJABXG,"2,67"
CUELUEOD,52
XOAFBESP,"48,40"
TEZJJUHU,2
BFRBZXGD,100
USXNXQCN,"2,68"
CROORQXC,"40,133"
HVFKATLI,"68,52,69"
FOYKRDAL,68
HKNNJNPL,"106,65"
XZCMKDCC,102
OTCJAJBD,"128,102"
HOHQZMYV,78
IUCCYLDC,78
WVQGCLHH,"68,78,65"
MHVBPDAL,"104,123,5,128,67,32,68,40,7,13"
NXUVCMVW,"52,102,2,15,132,68"
MDHXFUDX,15
PKRMLHGA,"102,116,26,2,133,118,51,68,97,78"
JNRZBFXO,"104,48,52,102,135"
JNRSNGIW,"2,68"
BPAAYUDI,"2,68,15"
TDRKZBME,133
NCQBQNQN,102
NSACGHGA,"102,116,97,133,78"
AQLWZPIK,"133,102,15"
QPWBMWUH,"52,102"
SUFITTFT,"38,26,102,47,27"
OSLSBYMI,52
WFDXTPKK,"69,133,102"
MQDTXCEI,"68,78"
DFDDGUOY,"2,104"
MZWIBPKK,"69,52,133,102"
DXGOHQWI,68
EKHVCFYS,"40,52,69,68"
TVJVGFNJ,"2,68"
RBOWIKGZ,68
KCZNKHIS,78
LSLGOPTK,"2,68,102,15"
YFOTHWPM,"96,27"
OCHCWTFT,"38,26,102,47,27"
DMWSNSMJ,68
ECXXXMZL,68
HAGZLNPL,102
SFVOFRTZ,68
TTLIRQWI,102
SIQDGHDU,"13,102"
VYVJZMYV,"62,68"
YUVYLKPH,"41,102"
EOHUQVRM,2
RIIIXPKK,"133,46,102"
AXFMDVKA,"68,133,102,15"
FYZKJVTI,"48,32"
BYAEPQRD,103
SLFAAYUQ,"13,78"
QGVJIPDI,123
PUCPEHGA,"102,116,2,68,133,78"
OGVXAAMC,"3,87"
WLMQNBQT,68
VUJIHKGZ,123
LOATVFXO,"104,48,52,102,135"
WWNAQBQT,52
FUMBOFJG,"133,45"
CVQHIGHA,40
RCTSTKGZ,123
AKPPMLSQ,"40,102"
POHECZLK,"104,68,102,90"
YYKVKUXR,"40,47,67"
FXBTURAC,"68,40,133,78,100"
PQXEDNQN,15
AEQHDVKA,"2,100"
IHADXTFT,"38,26,102,133,27"
IEEELRAC,133
EODJSPKK,"52,102,69,114,68,40,133,27"
BHDGSPTK,102
ZKGXSPIF,102
ITFJYPTK,"2,68,15,22"
IBCCRPTK,"2,15"
NIHCRTFT,"38,26,102,47,27"
OEVBUJYD,"78,102"
NCTLNHGA,"102,133,118,68,97,78,117"
YHGRYVEI,102
TSJVJIWV,"38,123"
AZWAAPTK,"102,2,15,68,22"
HPTACVEI,102
MQWZIWMK,"68,78"
TASTGZTV,2
DQNCFSBA,"38,135,102,67"
BRYTUDMX,"102,15"
GFNKTMHZ,78
VAXEMBQT,40
OIOQXPTD,68
RZMBHTFT,"38,27"
JHQIDKDQ,"69,48,52,68"
DUFTYWZS,123
OZTHEPTD,"1,7"
DNQDDPZC,58
NFRCHYMI,67
XKDIPRLL,133
QBIQLIKV,123
RMLDBBQT,58
NSMIGXTD,"68,75"
ADSMKTFT,"38,26,102,47,27"
ULTTNEUL,68
XBIBRTUB,"16,68"
NLNVVVMW,68
UVOTMOOZ,78
MSGGDUIV,"135,31"
TFQRFHGA,"2,133,102,78"
VONKNVMP,57
MLIHZVMW,68
QTTEKTFT,"38,26,102,47,27"
JDQZIYMI,102
PRETJXER,58
PLNISLDC,78
WEJHDMHZ,"21,68"
DELTTBQT,78
EMSGIAHK,68
CQCAQPHK,40
MJLPCHAQ,"102,15"
IJTUIZIE,"2,40"
SUPFVTHG,"68,133"
ELFCUTUB,2
GUMXVVTI,"2,48,104"
XQFWUADX,"52,69,102"
DHKEDFXO,68
JIKOYPAF,2
AFGNOJVY,102
TQBDYDCC,"114,133,102"
MOLSHKOU,15
KAGEWUPH,123
QPXEUFFP,123
GLMAHNPL,"2,64"
PLNTKTFT,"38,26,102,47,27"
RPAJSBQT,67
BBURJXYT,"2,48,99,102"
IRDOFFXO,"48,102,135"
QKVPFSMJ,133
LMIUVJBD,"128,48,102"
PLFOLPDU,13
QVRXLKLF,52
WJGQAXYT,"104,48,99,116"
WKALISOB,78
TXOLRDAL,68
TTCOCTEK,16
OOQFPPLS,"2,68,133"
RWHLYPLS,"133,102"
MJGRVRAC,"133,78"
NHMSQUXS,"62,102,112"
AXCAWXGD,116
YCQAIVMP,40
KJNFUWBC,100
BRAIWBGU,58
LOMBGFXO,"104,48,52,102,135"
CXRQQWTR,102
DMMSMVMP,15
RWPMLPTK,"68,52,102,15"
IAARQSMJ,133
MQPBVXMC,"40,102"
XVPSDFGA,"69,52,133"
MFOUDAHK,78
RBHBCVEI,"2,68,102"
GIXSZSAA,102
EGPGRXHP,"48,102,90"
THZJVPTK,"68,102,15"
IERSQGIW,2
AVOCWHEB,68
UBYDPNPL,"97,27"
ATDDFKGZ,68
QYNDWHPH,69
CQAGELHH,58
VYQERNCR,101
IXRBDXGD,68
QUZLEVTI,"2,48,32"
WKINARTZ,78
HBNGAVKA,"133,102"
HLXFFOOZ,78
XBUIKNQN,"2,102,15"
SCCZDRAM,78
FKNJSNQN,15
CUSNQKOU,"2,68,102,15"
VIPUKFUP,112
FIPEKLKI,68
RJNBUMHZ,"78,102"
JNAIRVEI,"104,102,2,33,68,40,100"
CLFPYCEI,"8,78"
PKVWKFJO,102
FPDCSXDO,47
XSNZGTHG,"2,102"
RUEAXUXV,15
AEKTZRAM,47
GUYESLZD,52
GBQQSPTK,15
JFNOAPLS,"38,104,114,40,7"
TCSSMLQI,"68,67"
IPGAKWUH,"2,40,13"
SFRVDNQN,102
DXNNORSU,"2,68"
BVWVEGDO,"69,78"
PZPPJVMW,78
NNGOXZIE,"40,133"
QPBLKMVW,15
VYQZFKOU,"40,15,105,133,13"
ZETLQEWB,"48,33,15"
IHJZKATH,"68,78"
DSJZMVRU,"40,7"
ESIQIVEI,90
GBYZGBME,"40,133"
NRNCSXYT,"48,67"
OQSFRMHZ,"68,78"
MZIJLSUS,"48,15"
SCLXAAHW,69
PUQFVUPH,123
OQEJMBSK,"121,123"
DEXLZRAH,"102,15"
UZICNBXG,"104,32"
UAJSZUOY,"104,102"
QHHLTPKK,"38,104,90,68,133"
SKTRXYUQ,"105,40,78"
IZHUCIQR,"68,1,102,97"
ZISXNPDU,40
MXRHYMVW,"104,102,10,118,78"
AOZOENCR,"68,102"
WUTBKVEI,"68,33"
WVRCXKWA,133
BKSYJJVY,"128,40"
HKJSPCGB,133
EAWZLBQT,73
IYKNJVOG,102
OJAMONQN,"102,15"
DPQYKWMK,68
FTPYUNQN,15
XNZXGDCC,"128,133,102"
WKNINKOU,67
VFRMRYUQ,78
JJIQXTFT,"38,26,102,90,133,27"
HKVZTXGD,133
CSVPCKBS,100
EMXFGBME,"40,133"
NXKBJMGJ,1
HDFGSMHZ,"8,78"
POZOETKX,"48,40,102"
MYMIDPTK,"2,102,15"
PTPJFFFP,40
SFOJZUOY,"40,69,13"
QFMMRXGD,"14,100,67"
AUAISJBD,"102,15"
NOGKMFFP,"106,123,102"
LXWUWEBY,67
WGDLDUJL,"107,1,123"
VSAKNBME,"40,133"
QKYHRTHG,2
FBUHEPAB,40
SGDNVXGD,"104,68,133,45"
DXNNNXYT,99
DOGPAPKK,102
NTAQVEOD,"52,102,2,69,15,133"
CWZBFXGD,52
NHWXGTFT,"38,102,26,90,47,133,27"
NUDCFOVD,"68,69"
MEPCXKOU,"69,133,102,15"
