video_id,labels
PRMMIWMK,68
USORNTCN,133
WVZHSRAC,"133,67"
UWRHVGDO,"68,1"
RNBKUMVW,"102,2,15,132,68"
FKGDYLDC,78
KHHRUVMW,78
QYBICJBD,"128,102"
BPAODXDO,"2,118,51,14,133"
DIYPTFUP,"68,112"
GSVYUBQT,40
ITRFHXGD,52
YWXMUTFT,"38,26,102,47,27"
CGNDHVYK,"120,78"
RLMDLLHH,68
HOYIIPKL,68
YRPRBRAC,100
JZIQDIQR,"1,102,97"
GFSUMKJZ,78
MBKTWBQT,52
FPLXRZQJ,"2,109"
BCMHBLWC,133
HZVYJPAB,40
KXIAIFUP,38
FMQRLWUH,"2,48"
PZVFMBQT,16
IQDEBPIF,121
EHYCLBQT,59
HGMDUUPH,2
RBTCWLSQ,"68,40,102"
DOCYAUPH,"1,123"
OKGNIUNV,68
ZTMWBUDI,"68,15"
TOTMKPKK,"38,104,90,68,133"
XUQHEHEB,102
DNJXOZYO,"48,68,45"
ODGHCIQR,"39,97,8,102"
DYPYJIFB,40
FSARBWUH,"40,102"
BYPGVZAA,123
QLBVVDKB,"133,15"
IDHJGTFT,38
GLFJLRFO,"68,78"
MEEGLEOD,"2,52"
KGKNOTLI,"68,78,102"
EHQBJBBY,40
QDFFZSEK,133
GELJBNSU,"133,100"
IGGVIUDI,"2,68"
OOJVGRLL,"96,1"
YUIGOKRF,78
THGLDVMW,68
FWOJJGCS,"3,133"
FDBQZXTD,68
ABQCVPLS,"68,133,102,100"
AQEOBXPO,73
DZLUOVEI,"68,102"
RQHXIWMK,68
WQYKCJKU,"133,102"
FQZARPTK,"2,68,15"
QMKBQAMC,"133,102"
XFMHQDAL,"104,5,67,32,40,7,13"
QNTULRSU,"14,51,102"
BTKQWIQR,"62,96,1,39,97"
KLSSYBXG,90
VKULOTEK,"3,133,47"
UGEUMPTK,"102,2,15,68,22"
DVURAAMC,133
XJIQAEOD,68
NOFKIMME,"2,15"
YJZATXGD,133
URUOMHGA,"25,40,102,116"
LTBLVPLS,"5,133,8,1"
GJQIGGCS,"104,108,3,102,116,2,133,118,68,97"
SGNTGHSA,"2,52,102,15"
RFIRUEWB,90
PAFZEVEI,"104,102"
CUQAXKOU,"102,15"
XFWAJZJZ,"103,102"
QESGHPTK,"68,102,15"
WCRNMFXO,"48,102,135"
CBEFOVDY,102
ZKFNCEUV,78
LZZKJFGA,"128,69,52,133"
SXTOOXGD,45
LYAYPXSF,"52,102,15"
MEOLCVEI,"104,48,49,90,2,103,40,133"
JAFCGUDI,"2,68"
BVSJKFFP,123
OHGUQOIM,68
HTTRXVEI,"68,52"
ONAFCWZS,"49,123"
HXCGXPIF,"2,68,102"
AQCNFHVR,68
JNLLZGIW,90
XSOQKDAL,"123,102,69,32,133"
ZMXSVXMC,"80,102"
WHMYYMHZ,78
QLAVMMGJ,29
UNGIKVYU,"38,2,133"
CZMORKOU,133
EGJMSTKX,"40,8"
NNTAIOIP,"68,78"
NOATVBQT,102
NTMWHFPE,122
LHXMRUDX,52
CNIXKTFT,"38,102,47"
OFBZULKY,"128,133,35"
RWUEYVEI,"48,49,102,90,40,133"
DLXQAAYR,102
YPSVQJYD,"52,102,78"
EFFAGLBD,133
IJGSMNPL,123
ANGLMXGD,"2,40"
PBLCLXYT,99
GNBCOCNX,102
XUQKTKDQ,"8,102,47"
EZNPRHIS,102
XDVZUFGA,133
XZTDNQCJ,"68,123"
WDHOIRAC,"102,100"
WLIIODMX,"102,15"
TLHOVRAH,2
UUJLRUPH,102
HZNPXMVW,"52,102,15,132,68"
IGLFVQTX,"48,69,102,15"
SWSEXNQN,"2,68,103,15"
IULNIQRD,103
YQJFMDGW,68
HCQIRJBD,15
ULJJLNQN,"2,68,15"
OXKMTXRE,"38,2,68,104"
CSEABHSA,102
HGTKZPKK,"38,104,68"
RTFUHMCW,133
ARLGQDAL,"5,13,67"
GMNXHFXO,"104,48,52,102,135"
OGUEIFGA,"40,51,14"
ABMEWKRF,"68,102"
UUPIYHDU,69
QZERKAOX,123
YUNTGOOZ,9
TAAKJGCS,"3,1,97,118,68,96"
ZKXHLLHH,102
VSLFIMVW,"2,15"
JYLMEGBP,"40,78"
XFLDUPDI,123
FVETJTFT,"38,26,27"
KCUXTXGD,40
MPOOKDGW,"68,102"
EUIVPVKA,"102,15"
JFHINUXS,102
OAHIXACP,"9,78"
PHWLHVEI,"104,102,90,2,68"
OURCXNQN,"2,102,15"
DTPPSDSN,102
YFNQVYSZ,78
CNQQPPLS,"104,52,102,90,2,69,114,68,40,133"
CDEDXNQN,15
EYHPAADX,"16,99,103,102"
FOZUZSOB,78
LXLHNFYS,123
NEOZKDAL,"68,133"
IDRCOQWI,102
TOEVQNPL,"133,102,82"
XNOUSVEI,"48,49,102,40,133"
RTBXSDAL,"104,52,123,102,67,32,68,40"
FQQTHSOB,"68,78"
OCDDNPTK,"2,68,104,15"
DNDAEMVW,68
CXDFRPTK,"2,104,15"
MJRHVEQQ,"16,68,96"
NDLDACKR,"102,15"
HPYXQFNJ,102
JJYJCLHH,68
HKVHQXGD,2
XIHSTUPH,52
RKJADMYV,68
TOKWUTFT,"38,26,102,47,27"
CMSTZVKA,"102,15"
BEQOJDAL,"104,123,102,5,68,40,13"
WXRDBOOZ,68
RFZARMVW,"10,118,78"
BXIIAMME,"69,102"
ZSLRVHDU,"102,67"
RVYSNIQR,"102,39,8,120,97"
RNTXPDXI,58
FTECLGJU,52
DIACXVKA,102
DUTGFVEI,"104,2,33,68,40,100"
FHQHHSEB,15
CJEOCUPH,68
UUYCOSOB,68
ATYYXQTX,"40,7"
HYRTHLHH,52
FHDPDUXR,40
GFBJPLSQ,"48,40,102,78"
GFKCIIKV,123
OYGKBOXJ,133
JUMLUHGA,"2,68"
BIATBGJU,25
LZTSDMHZ,102
LAUZEFNJ,40
KVHEMKWA,"68,78"
SWMRZUDX,79
HJKAPQXC,"133,67"
HFSIIIBW,49
HTCDKCIN,44
WUGQLDQX,13
JURQFFXO,"102,15"
DZCSMOTL,15
EHKNFNQN,15
FURDFTFT,"38,27,47"
MQYPTDQX,69
OXTCVHGA,"2,133,102,78"
KREQHFJO,139
NWLVKAMC,102
YDDWJPAB,"68,78,102"
HYXKCMHZ,68
FZISFEQQ,68
LNXIKIQR,"1,26,97"
EYURLXGD,47
IRBIGIQR,"96,1"
LQMKWMHZ,"120,8"
JOCFMGCS,"96,1,97"
JADFWSOB,"68,78"
JZVXQGIW,"2,68"
ZJCLTGCS,"104,2,133,68,97"
IFUOAXGD,67
JJNCKQDT,102
KLMLYPIK,123
GWAVUBQT,"9,13"
QIPIZLSQ,102
LHMCCDFS,68
TZBOINMW,78
RYTYFDXI,58
KQOCDNQN,"102,15"
YKILLUDI,"2,68,15"
FXTFGNPL,"49,15"
MKBKHAEY,"87,65"
PLTWDLDC,78
LCEJCXDO,"133,102"
XZSKZIVA,78
LPQUCWUH,"102,90"
MBFASUXS,"62,102,112"
TCJOOTFT,"38,102,26,90,47,133,27"
CYLFHNBD,"68,133"
BZBBQAMC,"99,133,106"
BFFJCPTK,"104,102,90,2,15,68"
UXKDEFJY,2
MKIJQKEW,102
ZLMSGVTT,40
EWQSVNQN,15
MBFHJHGA,"68,26,102"
FTMETIQR,"39,97,8,102"
KAIKPYUQ,"68,78"
MZQVYEUL,"68,112"
FMBMQZTV,52
UIANBSEB,15
OINCGVEI,"38,2,68"
NKCOAJWU,25
LBAGFSOB,68
NYNSMSOB,68
AGDEHDAL,"104,123,5,128,67,32,13"
TQZNIJIR,52
KSPPAHGA,"102,116,2,68,133"
OCCXOVMP,"40,69,102,52"
BYGBTUDI,"104,2,103,15,68"
CBGJTPHK,"128,40"
KLUCUMRQ,"102,67"
ADBOPADX,"16,99,103,102"
RZJRLPLS,"52,90,2,15,68,40"
BPEJPZYO,"68,52,102,45"
ALBTDLSQ,68
SBKOQHSA,"2,68,52,15"
GFTUCYCR,52
JECQINXN,"40,123"
VYWYTTFT,"38,102"
NSLQBTFT,"38,26,102,47,27"
ZWPXQPIK,123
SCKAAUPH,"1,123"
XHMNLUPH,123
CAIYUPLS,"102,2,68,40,133"
EYJBVJBD,102
TGVXVADX,102
YTYSBFAU,"68,78,102"
MUGVQQJN,"40,133"
RCRSDVEI,102
ZAEMDBGU,44
CIJABKOU,"69,102,15"
WIXJIQRY,"84,102"
ZBNVKDFS,78
KHWZMBQT,68
HWPKEXYT,"104,48,102,2,99"
SFWDYDAL,"52,123,102,69,32,133,13"
GVPKYSOB,68
OXWGVPKK,"38,102,90,68,133"
FMDCGHAQ,"102,90"
WAFTGESP,40
POHTJKGZ,37
LOJRYXGD,102
BBVUNXDO,"91,1,26"
KEQSFMVW,"58,104,102,128,10,118,68,78"
DVMTFYUQ,"105,78,47"
AQVUNADX,133
MLMMZPAB,"5,8,102"
VRCREGCS,"3,102,118,68,97"
OMZPJYSZ,114
WJOGBSEB,"102,15"
ESKILPAB,78
KFDFEGQD,68
CKNJJBQT,40
UKZCCFJO,68
KNYRPGQD,67
HJVOHVEI,"104,32"
ITGCHHDU,"13,67"
LAIYCBXG,133
KXOMPVKA,"128,2,133,102"
WSQYZGJU,52
YHTQTQCN,133
KTSOMGBP,"40,78"
NRRIIRLL,133
KIANSCNX,102
HAKTOBME,40
MCCQTAEM,102
PNPPXFFP,2
UTASOXGD,"27,102"
LGOBKRSU,"14,51"
VLNPINPL,"68,133"
XLGFRSVW,45
YVBJCNMW,71
CCMUSEZZ,"40,102"
ERFOPHSA,"2,52,49,102"
VVQOUFGA,"133,100"
TTAOKRAC,"133,102"
EADUDHCU,"2,102,15"
PDYGVPKK,"38,104,90,68,133"
XQTLYMYV,102
GDOGMBQT,"68,102"
TYNNEPKK,"38,133"
WKMBJGHA,"128,68,52"
BAWFJXEC,"2,19"
FPTVLEUL,112
LEPOQVKA,115
BHYFNSMJ,133
CNDSTDMX,102
KKMYREQQ,133
FKBKKLSQ,68
RAGPFPLS,"104,102,90,2,8,68,40,133"
CQXGPFXO,"102,15"
VZQHPDWZ,78
XPKUXBGU,52
DLRDTUXS,78
BJRYYKRV,8
VBMWJKEW,"38,133"
JGCLVEQQ,133
HITUUAOX,121
MZGVGNJC,"8,46"
IMDNLXMC,"80,102"
WRYGNWUH,"13,102"
WSXCVVJP,78
PDTIENQN,"102,15"
EGTTBMHZ,"68,78,102"
XUBLPSPG,"128,15"
PTBAOUJL,123
OXZRAYUQ,"102,78"
LQXPZPKK,"84,68,102,67"
LZALRFFP,"97,27"
INIIEDCD,"11,76"
PBSUNDGW,"52,69"
EDUAIBGU,"52,44"
YPKQVFFP,123
DYHUJSBA,68
BDAAHFGA,"128,69,133"
UBGLGPZC,68
OOKQANQN,"2,102,15"
UFMQPPKK,2
GAEZSFPE,122
MEHCJMHZ,68
IRJFYVEI,"2,133,104"
SHKRSEOD,"68,133,102,15"
XKKLWMYV,78
TYJDKKLF,52
VQSDPEOD,"68,133,102,15"
ODCQHVTI,"2,123"
IFSDCLHH,133
JLFHYVMW,68
GMCMBJBD,15
HUUIUSEB,102
YTWTOVEI,33
ONEQUZTV,"58,2,133,102"
PPVCXWMK,78
NHFNNHSA,"52,69,102"
ODSSONPL,"128,13"
TPLOVKJZ,114
HUBKXNQN,15
KBJUWVMP,103
BEZIZKOU,"105,102,69,15,40,67"
MYVCSIQR,102
LXEMKHGA,"102,2,133,1,118,51,97,78"
CKKKUVMP,2
NPSKHPIK,123
GPIDLFUP,"68,102,112"
RYVQIDWZ,"68,123"
BHXDCPTK,15
VFOBJPTK,102
GBACNHGA,"133,102,116,78"
HDUQMBQT,"68,102"
QTBXSNBD,"133,45"
JWXLSSOB,78
RXKFYPIF,121
ZGCMRPTK,"2,68,102,15"
UOVVCZJZ,"40,102,15"
LLCXHCIW,40
GMUPAEWB,"102,51,14,133,27,100"
QQPZFCJH,"68,78"
ABFNIQRD,78
QUHOQCEI,"13,78"
GJDGCIQR,"102,100"
GLIMEVEI,"40,133,102,90"
KGUIXHGW,"40,133,102"
TGWXIXDO,"133,27,102"
VZTVNGCS,"104,3,102,2,133,1,97,118,68,96"
SLGVDVMP,"69,102,67"
HEQFBUBE,78
HSHSMUXS,"68,102"
UWPWRCIN,"52,69"
ZCJTVKGZ,123
YKYJYIBW,49
TXGZALSQ,"2,68,40"
VAXLIKDQ,"102,90"
CCVRJVMW,68
CKHJIWMK,68
UVHFEKJZ,52
PIHKNOTL,2
WHZKTFYY,"2,13"
RYHCWHGA,"78,102"
MDJRECIW,"68,78"
HDEQCYTZ,15
LVUDDZON,"38,133"
ZQGZGIVA,2
BWTASOQU,68
WQRNHSOM,"52,57"
