video_id,labels
AHPOCLSQ,"48,40,102"
NPDQWRAC,"40,78"
AJZFOVEI,"103,102"
VXRWNPTK,"68,52,102,15"
EXAHAPHK,"128,133"
VIFCMUXV,"102,15"
XGYPKZIE,"40,52"
FWVWMKEW,133
FNRAWHBS,"102,15"
EZJBGIQR,"102,39"
GGBCDKRV,40
XHVBAJHH,"133,102"
HNVKYIQR,"1,102,100,78"
DHOSKFGA,123
EMTYSMYV,"2,68"
RAVOVSEB,"2,15"
RBRPQVKA,"40,103,78,80"
MKJNIWUH,102
EIRTWLSQ,"48,102,69,68,40,78"
KJQSZJBD,"102,15"
KQBTJPKK,"38,104,90,68,133"
MFNBHZJZ,40
EQNRKEQQ,68
SXIRUDAL,"123,32,133,102"
IHHGWONO,"102,15"
ODZQJKGZ,123
PCPZVBSK,40
EBJOVAFG,122
LOJWZVJP,78
TNYCLYTZ,48
FHGMGVTI,"2,123,102"
ABPUQFGA,45
ZIXKRRJS,78
UITEMVEI,"52,90,68,32,133,100"
HLVOBTHG,"2,68"
SOAYWZLK,102
IBNUKAMC,133
GFAFDEOD,"69,2,52,133"
MXAZSSPG,52
MTAZZAOX,123
ZUSHYTHG,"2,68,133"
BNQRVPKL,67
QCFEEUDI,15
IMLHPJBD,102
CBUHLAHW,40
XZQLYNPL,"133,27"
SLHKQHFB,"133,102"
FOBALFPE,78
JFLXXNXN,"69,37"
WOHGMTFT,"38,26,47,96,27"
SOPMYPAB,78
QHGGLEUL,112
POXHLBQT,67
TTOVLMVW,"58,104,102,128,10,118,78"
LGXAGWMK,68
DVGTFFXO,"102,15"
JOKDPLBD,"2,68"
UFQDYSDK,133
FLRFCUFF,"114,48,47"
UHZBQGQD,68
GKBZRKOU,"105,102,110,133,69,15,40,67,13"
KJPMCZIE,"48,102"
MSANLTFT,38
WVLOLGDO,78
HMPUBLHH,"68,92"
MACYMMGJ,45
OLKYAADX,"40,80,102"
ERDHMVEI,8
JYODCPDI,123
NVHZLFXO,"102,15"
YXDLAHGA,"102,116,26,2,133,118,51,68,97,78"
VRGZLTKX,"48,40,8"
STEUCPTK,"102,2,15,68,22"
SHKRDGCS,"3,108,133,116"
OMSVJDAL,"104,52,123,102,5,68,40,13"
USFPPKOU,"102,69,40,15,105"
LRIPQZIE,40
OCBEXDAL,"2,123,102"
FWYDTVEI,"32,133,102,90"
ZOWTEHXM,102
FZPVKBNI,"2,133,45,16"
OKXLQLSQ,"40,69,102,52"
NNGJCNQN,15
PBFIKYUQ,45
EPASIDFS,78
RYDASDKB,15
HEGNDWZS,"104,123"
LHJBZPKK,"68,108,133,102"
AKUIHREH,108
UDSGNUDI,15
QUGEQZJZ,40
SFZBLEQQ,68
GZIGHVEI,"133,90"
MZIDMOYV,"96,8,78"
NGYXSIQR,"96,1"
AFFRVFGA,"102,67"
CMBNZVYU,"68,102"
CRZOFLKY,100
MGMUHKEW,41
DOOHKNPL,"16,1"
XLZPBPTK,68
QWQCULWC,68
BVWIHICC,133
GYPVIEWB,"48,102,90,133,100"
ZVNWFNSU,"133,102"
LESMXUHU,2
GJUKWPTK,"2,68,15,22"
ABSJHPKK,"68,102,90"
PFQKDPTK,"68,15,22"
IGQBJCIN,"40,52"
OIVKRJKQ,"68,40,7"
ISBLZGIW,"2,90"
NPOSFBQT,"68,73"
LLMPCCIN,40
FXVTBHGA,"2,68,133,116"
DGSPIHFB,"68,102,15"
PLTUYFXO,"68,15"
KPEIODAL,"52,123,102,2,69,68,32,13"
CQJRZRAC,133
OKYVNGCS,"97,102"
LQJCDPTK,15
HAJCSXGD,100
HFSTWHBS,15
DKQMETFT,"38,26,102,47,27"
BJWUNVMP,"69,133,102,15"
RPVMBNPO,68
LROVMPIF,"91,67"
PLXYVDAL,"52,123,40,68,32"
LRRRDQJN,40
TRZCIZIE,"102,69,15,40,78"
NAJPCPLS,"104,68,40"
VHRGIDAL,"104,5"
DNQYIHGA,"102,116,97,133,78"
PPYMMNPL,123
IDHDXREH,40
HSWQOPKK,"38,102,90"
GALMFSOB,68
ZNRVZHGA,2
DARDMMVW,"58,104,102,128,10,118,68,78"
OXTZINPL,68
ALFJQPTK,"2,68,102,15"
JGGKJHSA,"52,102,2,15,68"
ACWVRHDU,"13,67"
TEFLKVTI,"40,8"
LDZVDPLS,2
LLDEIXGD,52
IWSNQPIF,133
BKZESXGD,"40,133"
QCDGJIQR,"26,102,1,51,78,100"
SSMIQBGU,"40,52"
PYGQMSUS,"102,15"
FPXDDBQT,68
GNEUMTCN,40
LWSQVRAC,"133,67"
OUISIXGD,133
TVPOUHAQ,"102,110,116"
RAMKIEWB,"102,90,114,103,133"
YXIILZIE,40
ITXFBRAH,"102,15"
NWUJTZDI,133
DJYDBYMI,40
UAAGTPTK,"104,68,102,15"
IMDSGEUL,"68,102"
LWQEDKRV,"2,49"
NEZIJNQN,15
FBLBFPIF,102
ARHRHGQD,68
SVYFDUDI,"104,2,103,15,68"
QRIDAACP,"68,78"
VBOZXFXO,"104,48,102,135"
TBODKLSQ,"48,68,102"
DWUVCZIE,"69,102"
DTQNVLSQ,"40,102"
MGKVNPKK,"38,102,90,84,67,68,133,46"
EFBYHJBD,"102,67"
ADIGUTHG,"133,100"
MODDZXDO,"1,47"
EMWFKDCC,102
OVNXQLSQ,68
RNVYMAMC,"108,106,65,133,46,74"
IACDZXGD,133
RCRGQPKT,123
DEQUEVIQ,56
JOTYIRSU,"14,51,102"
JWIBCUPH,"105,133,13,15"
IBNOIPTK,"102,2,15,68,22"
RDSIUFXO,2
MNTRULHH,"40,78"
LKNAAEWB,"40,133,102,90"
CRJBJBQT,102
IPOZIPKK,"68,133,90"
BZTIFYSZ,"78,102"
NKWPUUPH,90
VUUTXZTV,52
VCWQYKOU,102
VPKSHZYO,68
JPMJMHGA,"102,116,26,2,133,118,51,68,97,78"
YRWRWNPL,67
KRUXUNQN,"2,68,15"
YYLMUTFT,"38,26,102,47,27"
VYBBAZYO,45
WKHKEADM,"27,78"
DBVCRFXO,"104,48,52,102,135"
GQFQFNQN,"102,15"
JIGXTOIP,"69,78"
GKZXNIMN,133
AITTZFUP,"68,78"
GTECUVMW,"68,78"
ZJEFDXMC,"40,80,102"
AQCDDKGZ,78
VJKCXNSU,2
PWNJNLDC,78
OWLGATUB,"68,46"
FSAMWVEI,102
UFPNVKEW,"123,90"
UXDMTDUC,78
FGFEQRAC,102
RKBVSTEK,"2,15"
GCMRTNPL,"2,76,133,97"
LACIJUXS,62
VHPBONPL,68
MSNTHLHH,68
YKJFXGCS,"3,97"
ASZFFLSQ,2
WEEYSAMC,133
CQWNCDUC,78
MOWFYCEI,"120,8"
LJVSJXGD,47
VEEFPUDX,52
ZLPTPKRV,"49,102"
GFGZLFUP,102
YTRXIBGG,15
UHUCJFUP,78
UOAHQMYV,68
VMLJVUXS,68
GGIMLWPM,68
ELTXDUPH,68
WRFMPJKU,102
YTTFBFFP,2
HLFALWTR,68
CWATXNPL,"69,102,15"
BPPSOXYT,"104,116"
KJODVTUB,"68,133"
IIXBFVKA,"68,133,102"
NSOZIPLS,"2,68,40"
YIBAEHAQ,"68,69"
AXAVYKOU,"105,102,69,15,40,133,13"
VIBHSFUP,102
CRWXHEOD,68
XIDOVDAL,"104,123,5,40,13"
BJZWZIQR,"62,96,1,39,97"
DISQIXMC,"80,102,78"
SVSZUXER,"2,102"
JJEJHMVW,"58,104,102,2,128,10,118,68,78"
PQXXARHB,15
LPDQKAYR,102
UTQLRBQT,"104,73"
RKPONIVA,102
HCWVJBQT,116
IOLVXNPL,"68,52"
UCGVEFAU,"66,78"
ANSMBKOU,102
YXLLBYCR,52
LSHKJJKU,"114,16,48,102"
QYQLIJIR,"68,13"
TDSALVKA,"40,102"
PXZENNJC,2
TVEGAUOY,"123,28,15"
OVZQJSBA,102
GNZQMVEI,"104,90"
GSHRZFUP,"2,68,78"
PVQNPPDI,123
OCLKHNPL,"68,103,102"
ECJTBTKX,104
HMNYUWUH,102
RJRPUNSU,"68,133"
QYJLZLKY,102
YKTHSGIW,"52,68,40,133,13"
UWATHNQN,"102,15"
BUVKPLVZ,78
SHHZLFFP,40
FMCZVXDO,"29,42,51,8"
LHMONEWB,102
ZQSFGKGZ,123
EEDUGJKU,"105,40"
SZNWWVYU,"133,102"
KGMNJFGA,"123,28"
AJKKUZQJ,"2,90,67"
WKNRKBQT,68
CGYGBUJL,123
KZCAQPIF,"123,28"
TFAMZVMP,102
CZWTJPTD,123
SNGZBBCH,"78,102"
YLAGUDAL,"104,123,5,128,67,32,7,13"
MDYQHVEI,"133,102,90"
CGZYHZQU,133
KIRWLWTR,102
AUDQDHGA,"102,26,2,133,118,51,68,97"
IQIOUPKK,"38,104,68,133"
PYWMEEOD,"69,2,133"
KEAHCEWT,123
AQJWQNJC,101
ZDRBGDCC,"52,102"
BUYZCXDO,"102,100,67"
VMMBYHGA,"133,102,116"
TRXCSVEI,"8,102"
BQTJRLBD,"68,15"
NCRLUWTR,102
GGLPAFGA,"128,69,52,133"
WEYVBUIV,101
SGGPUPTK,"2,102,15"
SSEVCXRE,"133,102,90"
RINTTFNJ,"68,100"
OSOXLUDX,"133,95"
EKJDWVIQ,84
NFEFQMHZ,78
QGKPHYUQ,13
ETVSRKOU,"105,102,69,15,40,133,13"
FRITNLZD,52
RMEMEFUP,102
MAAHVFAU,"120,1"
PDKECQRY,102
UEKPRDCC,102
ANVGYRAC,100
SZZNBRAC,68
BVWLMXGD,133
TDBOICJH,"52,5,13,78"
BCEIVXGD,102
SVTUGDCC,38
TEGWUSBA,"52,102,135"
LQLKOSEB,102
PHVGZFXO,"102,15"
HNUDMPLS,"102,2,68,133,100"
KAYDQBQT,102
FKHUHGQD,68
KBECNNPL,"97,47"
OELXYATH,102
VMTIOXER,78
WOCUYBQT,68
ZRVKRFFP,68
ISUCVNQN,15
VDBABLOI,15
KXXOVXGD,133
NZZEWPLS,"2,68,133"
IYKJYXGD,"128,40,103,67"
KXCYXHPH,"40,52"
EFQSHWSW,"102,78"
JGWLSKBS,133
RJVCNRAC,133
PKDBLXEV,68
ZWTUEEOD,"69,52,133,102"
YFQUNUXR,78
TZBKKQTX,"2,68"
MUJRMEWB,"133,102,100,90"
JYLWEWUH,102
CSLVZNCR,15
APDAFUPH,40
PTRHGFGA,102
MDOIHVEI,"48,133,102,15"
GTTKZAHW,102
VJSKUVTT,"40,78"
TDFQQVMP,102
EDXBNXMC,80
ITPRQFXO,"104,48,102,135"
RLBCIFXO,"104,102,90,15"
EYSMYWUH,110
OMXYDLSQ,"48,40,69,78"
ECYUQAMC,"106,133,102,87"
TGUYPLDC,"68,102"
ROAQXZIE,40
RTSBAXXP,68
IMWLHXMC,"40,102"
VVIKQNQN,"102,15"
CDIKYEWB,"102,90"
ZQTFJVTI,"68,52"
XPNKGFXO,"104,102,90,15,68"
MEIOKJVY,"48,40"
SIVDEHFB,"40,133,102"
ZZANIKDQ,"114,68,133,15"
VLCKRDAL,"68,52"
OVJNEPKK,"38,104,90,68,133"
RYOTLZJZ,"49,102"
VDALQNOT,123
IUKYEWWK,123
DEJQELSQ,"48,68,102,15"
BUFEKVEI,"38,68"
TUXINTFT,"38,47"
PBLNSVTI,"2,123,102"
XIVJIIWV,"38,68,102"
OZMRBPZC,"40,7"
IXHSOKOU,68
HQITNPKL,"96,1"
DUNJEATH,102
JUBDQEUL,102
UHUKHSFN,78
LENWYDGW,13
OWVMYHGA,"2,133,102"
WJMMVXRE,"2,68,103,102"
PHXVFGQD,102
IJVDTXDO,"27,102,47"
JCIIHVEI,"104,102,90"
OXWGHPLS,"104,102,90,2,8,68,40,133"
SMWZDBQT,45
SDIAEAMC,"38,133"
ZWDUJMVW,"2,68,102,15"
RBAOKPKK,"38,104,90,84,67,68,133"
TRTQGXRE,"2,68"
QVBTCLHH,"123,78"
JFJIQPLS,"68,40,52,90"
UETLBFUP,68
BBVNLPTK,"2,102,15"
KXHNNUUK,"102,15"
DOJMHYES,68
NIIHQLHH,"68,78"
QNCKMDAL,"68,133,102"
KIYUSGHA,"102,15"
NIEFSJIR,"133,15"
AVPJOUPH,123
PIXKTRAC,"133,102"
VKNXDUBE,68
AJGNNPKL,"123,102"
RXFSRFFP,"78,44"
BERFBXGD,100
YQITISEB,"102,15"
BENBEWUH,"2,52"
IGRHDNJC,67
ZSTNQEUL,102
QOWXBGQD,78
DDWQFKRF,139
IGNDBADX,40
SIENQUJL,133
DYEZOPKK,"38,102,90,84,67,68,133,46"
NNJYKXGD,133
ZDWEJPTK,"104,68,102,15"
OGLXVADM,102
MCCXMXDO,"133,118,1"
AUFASZJZ,102
UMZLOEUL,"27,102,47"
MNKPXVEI,"48,133"
AULVBQTX,"68,49,22"
GXHBLDAL,"52,123,102,2,69,68,32,133,13"
FYKWICIW,"40,7"
HIOIWMHZ,"68,88"
HJPFGUJL,"10,102,104,78"
MKOYBNQN,"2,68,49"
TGRTUIBW,49
ANQMCDAL,"52,123,102,69,32,13"
PACTSMWW,"68,15"
FHOTKRHB,15
IGHZXDAL,"52,123,102,69,68,32,133,13"
ZPLUNCEI,78
ILQFTVEI,"104,49,90,2,103,40,133"
THXRLBQT,"16,27"
XCYMLKGZ,123
LVBAVEUL,"68,102"
AHBYGMVW,"102,90,2,15,68"
RDOTWRAC,"133,102"
PFEDWVEI,"102,90,2,103,68,133,100"
OOVXTNJC,"78,12"
PEBVFDCD,78
TDELLPTK,"2,68"
OLBROREH,52
LGVRUEUL,102
WTDVPJVY,40
AICZZVMW,68
YQHRNEOD,"68,102"
CMNOWJVY,40
SNQLNTEK,2
WTXJGLVZ,78
WDLJPFJO,67
YKXCXCIW,"7,8"
BSGJPXSF,"105,69,102,15"
ZMGREVTI,"123,102"
MZKSDGCS,"3,68,118,97"
GZDOJUBE,68
OMAEOUPH,40
PPCXHPKK,"68,133,90"
EVUAEHAQ,"13,68,78,102"
MJFBRSVW,"58,78"
TDUVGBQT,"40,102"
GZYXCUPH,15
FOFWVRAH,"2,15"
SGMMJQTX,133
OCFESFFP,37
RFIROPTK,"2,68,104,15"
WIEIMFUG,"49,15"
MLEMHLHH,"68,65"
ATJQFGQD,78
NMNURPKK,"52,102,69,114,40,133,27"
JTHMXKEW,78
CNXNIMHZ,68
JMQBZFUG,"133,15"
VGARPNPL,"102,67"
TYQZNHXM,68
DJQKFVEI,"40,133"
VWNGJVEI,"48,102"
VBCFUTHG,68
NFXMBZAA,123
CXDJFXGD,100
HRGCRVEI,"32,133,90"
WZUWGHBS,102
EMEXYNQN,"102,15"
VGKADGIW,"2,68"
WXTOKSEK,38
OSPJIKJZ,68
DFPWYADX,"52,69,102"
IIJDNBQT,102
BHKXQVKA,"102,2,128,133,100"
NFVMZXDO,"42,1"
SSYYPELW,68
NXAGCDPO,102
YBABDBQT,52
PBSFMXGD,100
SRBFRHGW,"114,133,102"
DEZZJWUH,"114,68"
NAFDZPTK,"102,90,2,15,68"
ITTWLFGA,100
MFPCDFXO,"104,48,102,135"
YEZUOVEI,"48,49,90,40,32,133"
LGEGGXEC,2
LCPBSVKA,"40,117"
OLKWZXYT,104
FTUHOFFP,"123,106,87,139,28,40"
WXJFJBQT,"8,78"
DWSGQKOU,"68,102,15"
ENICBNXN,123
OVNIVPLS,"102,90,2,69,68,133"
CIYRNTHG,"2,102,100,16"
SHHVTYUQ,"2,102"
CMKXAPTK,90
GFRMHVKA,"115,102,15"
WSZJGPKK,"40,133,102"
FSJQQRAC,"68,40,133,78,100"
PAQTJHAQ,"68,133"
VBYXKFFP,40
CGBCJNQN,102
JVVJBSOB,68
ZCNEPEOD,15
NVMVRUIV,"135,31"
OXYYRXMC,"80,78,102"
UHDNWBQT,"59,82,65"
MMYDOLQI,"108,133,46"
DZFOEUPH,"49,69"
JWQHGPTD,"1,7"
HAQFUVKA,"102,90,15"
DKVTYDQX,9
TJJGTEUL,"68,112"
IBVIWKOU,"128,15,102,67"
GDFCYVYU,40
OULXYKOU,"40,102,15"
PKFSGHDU,102
ETGYSPTK,"104,68,102,15"
EOUTDFJY,40
IJFACLKI,102
KGCKHVYU,68
WUPCLFJO,78
KQYPKBGG,"103,90,15"
LIMEQLSQ,"68,40"
HKGKOCDA,78
QSBCORAM,"68,102,47"
UDKRNXRE,"2,68,103,102"
RIZBGKOU,"102,40,15,105,133"
RBODIDAL,"104,48,68"
VCZSQVTI,"104,48,2,68,32"
LSESIHGW,102
SYFRBPKK,"38,104,90,68,133"
PEPRLNQN,"102,15"
RLUONTHG,68
RJNZPUDI,"2,68,103,104"
JPTAFHAQ,52
ZBKDGMHZ,78
KJFTPTFT,"38,102,26,90,47,133,27"
NAOOXBRS,"68,78"
FMNCVMWW,68
VPGLGXFE,"40,123"
HCITPNQN,15
YPWCVPKL,"96,1,78"
SWQHGBXG,"2,40,67"
KETGCDAL,"7,13"
QTOXQYSZ,58
DPNVQCJH,78
MVVYDFXO,"102,15"
BIYDKDKB,68
CKBQFIKV,123
RWMQHPKK,"52,102,69,68,133,27"
EOGOTDHC,68
VNZBWHGA,"102,116,2,133,118,51,68,97,78"
JHKOVDSN,102
MOHYUIQR,"102,39,8,120,97"
UKRZHEOD,102
HPVFSLHH,78
FBLRJZQU,133
EPYFSWMK,"102,78"
VXYVJLHH,68
CNILNOQU,68
GEQRUVTI,2
ROOOYMVW,"2,68"
WQFDHPDU,102
KMAFCGDO,68
BCGVSCPZ,133
DYXZEXDO,"14,51"
HNFNRUPH,"133,65"
IHAPTXGD,"40,133"
VLHQWUPH,68
NGTOHLHH,68
QJJTLFIO,2
LTWYIADX,"40,80,102"
PFVRIUDI,68
SVLEVVEI,"104,32,90"
QMJQOPIF,123
ATYLRSOB,78
LXSPDHFB,"40,102"
NYKTNONO,"2,48,102,15"
RVFUTBQT,67
WSQHIPTK,"2,68,102,15"
PWJMHDCC,90
IJZPBOIM,68
JBJWUONO,"102,15"
VTMSFPIF,121
JDCBZIQQ,78
TBTZMAMC,"139,133,102,74"
SAEADPJK,123
JWKOQWMK,78
PQKCRFPE,68
QIIRSLHH,"133,65"
EBQUFVEI,"104,32,90"
EIYJTOXJ,78
MPYEJVEI,"133,90"
PCOJVDAL,"68,102,90"
AZLANBQT,68
JSEWNAMC,"133,102"
WCHOVCIN,"40,45"
URUCMBQT,68
XWNAASFN,78
DOTEVNQN,15
DAUOOVKA,"68,133,102"
RMGHGVEI,103
YBNCSXSF,"128,21,67"
KAJUZPZC,"2,68"
EMKFCMHZ,"102,85"
ZVSGMIQR,"1,39"
DCMSLJKU,68
YLQXCCIW,67
GYXSBDQX,15
TIVKUKDQ,52
OMHFOLSQ,"48,69,68,40,78"
LNHXFNQN,"102,15"
HJKUQPJK,123
GVVQIZQJ,"48,52"
MDVTJSMJ,133
SPOXCDKB,68
XITSDFXO,"48,52,102,135"
CBPYUPIF,"114,133"
YKYKOXTD,"1,7"
LEVFEANS,78
QNWVGVTI,"48,32"
FQJRMVTI,"48,32"
OLFDEPKK,"52,102,69,40,133"
ZNRNTFXO,"104,48,52,102,135"
ZFSCFWMK,68
ANPZESBA,"2,40,100"
PBBXRVKA,"128,133,102"
SHXSVZYO,45
LHTMGPIF,123
ICRHDPHK,"128,133,102"
OSQHZMHZ,21
KYAZZLSQ,"68,40"
DJPZFHFB,133
HMNPMHVR,40
JIJOCFNJ,123
BGCSHUPH,108
UEMPUEUL,68
TEMLCVMP,"75,102"
BHXSRCNX,"126,133"
WMWSPAEM,40
NHCZKLQI,102
LDUWZPNE,78
TKUACKOU,"114,67"
PYDNPUPH,"105,40,69,15"
WUDIMPTK,"2,68,15,22"
ASIVKSDK,102
TZLTJLHH,"78,92"
KEJLNHCQ,78
MNOWAADX,"133,102"
DVEMBMME,"48,100"
CGBRGVYU,102
CIAIWUOY,123
ZUKKSNQN,"2,68,15"
RTDKEVCV,68
IXNCPBQT,40
YJRVZEOD,"68,133,102,15"
TPKWJEWB,"48,32,135"
YTXZVLSQ,"2,68,40,102"
UHIYZVEI,"104,32,90,135"
CLJMHZTV,"40,102,90"
VGJMVJVY,"48,52,102"
PLDWQIQQ,78
NQOJSFJO,68
QKBCRHSA,"2,68"
ZUHVLFFP,78
PJPESONO,15
NSEZBPKK,"38,104,102,90,84,67,68,133,46"
LRLKBLHH,"68,65"
MKSINHVR,40
XCHNIFFP,"133,100"
BVYPMPIF,"91,67"
XZCMLZLK,"68,90"
GMKQRSEB,102
BPYJDSBA,40
RDPTHCCR,15
RTIBWUJL,67
WJSSVNQN,102
GKTQXFAU,102
GRHAGELW,"40,7"
LNNQIWBC,"68,97,102"
YGOKJXGD,123
QEABNPAB,"62,102"
RJKGLRAC,"40,133"
XJGGFFAU,58
YOHBCTEK,133
WJIQYEWB,"102,90"
POGBPNPO,100
ZIWPWMYV,"62,68"
UMKTOMME,"40,69,102"
RPLFKNBD,68
AKLIHMVW,"68,102,15"
VSQFPPTK,"2,68"
RQVUQSUS,15
LOLZUMYV,"68,1"
BXVVRZLK,133
XJVUTIQR,"1,102,100"
ZAGNAHSA,"52,102,69,128,118"
YXMHJZIE,102
FDKTPKOU,"102,110,15"
CASTHPKL,"69,96,1,78"
EFYMHQCJ,"1,97,44"
VOYICVKA,"103,80"
PAJPASEB,15
YYNJITEK,102
VNXKHHIS,78
FLFBSPKK,102
LZKOABRS,45
XRFHOEOD,15
TTUPORAC,"48,102"
EUTKFVMP,"40,133"
TAHEJIKV,123
WKCHVCIW,127
WCBANLSQ,"2,68,40,102"
VDAPRWMK,78
JVQWSPAB,"53,45"
FBSQZHDU,102
FSPKAMVW,"58,104,102,2,128,10,118,132,68,78"
RFWGAUDI,"2,68,103,104"
LEXKTFJY,"2,68"
JADMDXGD,"104,68"
CVWRXWSW,102
EOJKRFXO,"102,15"
VGFAVPJK,123
NQQOEZIE,"40,52,78"
ECZXBFAU,78
FFGJOLOI,45
ZXCDGVEI,"68,133,102"
TLWXRFUP,112
NSKFMUDI,"68,15"
JFPXVVEI,133
ZZOSINQN,"102,15"
GQJHIYES,68
CWDMGCEI,40
TPDRNXYT,74
RREBNNQN,"2,102,15"
ETDTDYUQ,"68,102"
ZZIKOJTR,"102,15"
RAOKBFXO,"104,48,102,135"
EYLFFEOD,"15,90"
LPZIVADM,"27,78"
IXIDPIQR,"62,102,133,96,1,39,8,120,97"
OUBYOPDI,123
DPJKCXGD,"58,133"
UDHAAXSF,"21,40"
IIMXASBA,133
DJWVXFXO,"102,15"
IWXYPIFB,68
IEVDANPL,"52,102,64,15"
NCGXHMVW,"58,104,102,2,128,10,118,68,78"
NMYAHVEI,"2,103"
HOAFAHVR,"7,8"
TDWITADM,"27,78"
HVCLJXGD,"68,100"
OAKHXXGD,"40,27"
XNFNIXDO,"68,102,100"
QOKPZVTI,"2,68"
SUMERCIW,"40,7"
KFKWPCEI,47
IQZRRAHK,78
BSYZRGQD,"1,51"
LKBDONQN,102
JHHTEIQQ,133
KWIFEXGD,"25,38"
JJIDMPKK,"38,104,102,90,68,133"
